year,month,day,hour,minute,second,temperature
2023,11,10,14,58,55.00,23.00
2023,11,10,14,58,57.00,23.00
2023,11,10,14,59,0.00,23.00
2023,11,10,14,59,2.00,23.00
2023,11,10,14,59,5.00,23.00
2023,11,10,14,59,7.00,23.00
2023,11,10,14,59,10.00,23.00
2023,11,10,14,59,13.00,23.00
2023,11,10,14,59,15.00,23.00
2023,11,10,14,59,18.00,23.00
2023,11,10,14,59,20.00,23.00
2023,11,10,14,59,23.00,23.00
2023,11,10,14,59,25.00,23.00
2023,11,10,14,59,28.00,23.00
2023,11,10,14,59,30.00,23.00
2023,11,10,14,59,33.00,23.00
2023,11,10,14,59,35.00,23.00
2023,11,10,14,59,38.00,23.00
2023,11,10,14,59,40.00,23.00
2023,11,10,14,59,43.00,23.00
2023,11,10,14,59,47.00,23.00
2023,11,10,14,59,48.00,23.00
2023,11,10,14,59,51.00,23.00
2023,11,10,14,59,53.00,23.00
2023,11,10,14,59,56.00,23.00
2023,11,10,14,59,58.00,23.00
2023,11,10,15,0,1.00,23.00
2023,11,10,15,0,3.00,23.00
2023,11,10,15,0,6.00,23.00
2023,11,10,15,0,8.00,23.00
2023,11,10,15,0,11.00,23.00
2023,11,10,15,0,13.00,23.00
2023,11,10,15,0,16.00,23.00
2023,11,10,15,0,19.00,23.00
2023,11,10,15,0,21.00,23.00
2023,11,10,15,0,24.00,23.00
2023,11,10,15,0,26.00,23.00
2023,11,10,15,0,29.00,23.00
2023,11,10,15,0,31.00,23.00
2023,11,10,15,0,34.00,23.00
2023,11,10,15,0,36.00,23.00
2023,11,10,15,0,39.00,23.00
2023,11,10,15,0,41.00,23.00
2023,11,10,15,0,44.00,23.00
2023,11,10,15,0,47.00,23.00
2023,11,10,15,0,49.00,23.00
2023,11,10,15,0,52.00,23.00
2023,11,10,15,0,54.00,23.00
2023,11,10,15,0,57.00,23.00
2023,11,10,15,0,59.00,23.00
2023,11,10,15,1,2.00,23.00
2023,11,10,15,1,4.00,23.00
2023,11,10,15,1,7.00,23.00
2023,11,10,15,1,9.00,23.00
2023,11,10,15,1,12.00,23.00
2023,11,10,15,1,14.00,23.00
2023,11,10,15,1,17.00,23.00
2023,11,10,15,1,20.00,23.00
2023,11,10,15,1,22.00,23.00
2023,11,10,15,1,25.00,23.00
2023,11,10,15,1,27.00,23.00
2023,11,10,15,1,30.00,23.00
2023,11,10,15,1,32.00,22.00
2023,11,10,15,1,35.00,23.00
2023,11,10,15,1,37.00,23.00
2023,11,10,15,1,40.00,23.00
2023,11,10,15,1,42.00,23.00
2023,11,10,15,1,45.00,23.00
2023,11,10,15,1,47.00,23.00
2023,11,10,15,1,50.00,23.00
2023,11,10,15,1,53.00,23.00
2023,11,10,15,1,55.00,23.00
2023,11,10,15,1,58.00,23.00
2023,11,10,15,2,0.00,23.00
2023,11,10,15,2,3.00,23.00
2023,11,10,15,2,5.00,23.00
2023,11,10,15,2,8.00,23.00
2023,11,10,15,2,12.00,23.00
2023,11,10,15,2,13.00,23.00
2023,11,10,15,2,15.00,23.00
2023,11,10,15,2,18.00,23.00
2023,11,10,15,2,20.00,23.00
2023,11,10,15,2,23.00,23.00
2023,11,10,15,2,26.00,23.00
2023,11,10,15,2,28.00,23.00
2023,11,10,15,2,31.00,23.00
2023,11,10,15,2,33.00,23.00
2023,11,10,15,2,36.00,23.00
2023,11,10,15,2,38.00,23.00
2023,11,10,15,2,41.00,23.00
2023,11,10,15,2,43.00,23.00
2023,11,10,15,2,46.00,23.00
2023,11,10,15,2,48.00,23.00
2023,11,10,15,2,51.00,23.00
2023,11,10,15,2,53.00,23.00
2023,11,10,15,2,56.00,23.00
2023,11,10,15,2,59.00,23.00
2023,11,10,15,3,1.00,23.00
2023,11,10,15,3,4.00,23.00
2023,11,10,15,3,6.00,23.00
2023,11,10,15,3,9.00,23.00
2023,11,10,15,3,11.00,23.00
2023,11,10,15,3,14.00,23.00
2023,11,10,15,3,16.00,23.00
2023,11,10,15,3,19.00,23.00
2023,11,10,15,3,21.00,23.00
2023,11,10,15,3,24.00,23.00
2023,11,10,15,3,26.00,23.00
2023,11,10,15,3,29.00,23.00
2023,11,10,15,3,32.00,23.00
2023,11,10,15,3,34.00,23.00
2023,11,10,15,3,37.00,23.00
2023,11,10,15,3,39.00,23.00
2023,11,10,15,3,42.00,23.00
2023,11,10,15,3,44.00,23.00
2023,11,10,15,3,47.00,23.00
2023,11,10,15,3,49.00,23.00
2023,11,10,15,3,52.00,23.00
2023,11,10,15,3,54.00,23.00
2023,11,10,15,3,57.00,23.00
2023,11,10,15,3,59.00,23.00
2023,11,10,15,4,2.00,23.00
2023,11,10,15,4,5.00,23.00
2023,11,10,15,4,7.00,23.00
2023,11,10,15,4,10.00,23.00
2023,11,10,15,4,12.00,23.00
2023,11,10,15,4,15.00,23.00
2023,11,10,15,4,17.00,23.00
2023,11,10,15,4,20.00,23.00
2023,11,10,15,4,22.00,23.00
2023,11,10,15,4,25.00,23.00
2023,11,10,15,4,27.00,23.00
2023,11,10,15,4,30.00,23.00
2023,11,10,15,4,33.00,23.00
2023,11,10,15,4,35.00,23.00
2023,11,10,15,4,38.00,23.00
2023,11,10,15,4,40.00,23.00
2023,11,10,15,4,43.00,23.00
2023,11,10,15,4,45.00,23.00
2023,11,10,15,4,48.00,23.00
2023,11,10,15,4,50.00,23.00
2023,11,10,15,4,53.00,23.00
2023,11,10,15,4,55.00,23.00
2023,11,10,15,4,58.00,23.00
2023,11,10,15,5,0.00,23.00
2023,11,10,15,5,3.00,23.00
2023,11,10,15,5,6.00,23.00
2023,11,10,15,5,8.00,23.00
2023,11,10,15,5,11.00,23.00
2023,11,10,15,5,13.00,23.00
2023,11,10,15,5,16.00,23.00
2023,11,10,15,5,18.00,23.00
2023,11,10,15,5,21.00,23.00
2023,11,10,15,5,23.00,23.00
2023,11,10,15,5,26.00,23.00
2023,11,10,15,5,28.00,23.00
2023,11,10,15,5,31.00,23.00
2023,11,10,15,5,33.00,23.00
2023,11,10,15,5,36.00,23.00
2023,11,10,15,5,39.00,23.00
2023,11,10,15,5,41.00,23.00
2023,11,10,15,5,44.00,23.00
2023,11,10,15,5,46.00,23.00
2023,11,10,15,5,49.00,23.00
2023,11,10,15,5,51.00,23.00
2023,11,10,15,5,54.00,23.00
2023,11,10,15,5,56.00,23.00
2023,11,10,15,5,59.00,23.00
2023,11,10,15,6,3.00,23.00
2023,11,10,15,6,3.00,23.00
2023,11,10,15,6,4.00,23.00
2023,11,10,15,6,6.00,23.00
2023,11,10,15,6,9.00,23.00
2023,11,10,15,6,12.00,23.00
2023,11,10,15,6,14.00,23.00
2023,11,10,15,6,17.00,23.00
2023,11,10,15,6,19.00,23.00
2023,11,10,15,6,22.00,23.00
2023,11,10,15,6,24.00,23.00
2023,11,10,15,6,48.00,23.00
2023,11,10,15,6,51.00,23.00
2023,11,10,15,6,53.00,23.00
2023,11,10,15,6,56.00,23.00
2023,11,10,15,6,59.00,23.00
2023,11,10,15,7,1.00,23.00
2023,11,10,15,7,4.00,23.00
2023,11,10,15,7,9.00,23.00
2023,11,10,15,7,11.00,23.00
2023,11,10,15,7,14.00,23.00
2023,11,10,15,7,17.00,23.00
2023,11,10,15,7,19.00,23.00
2023,11,10,15,7,24.00,23.00
2023,11,10,15,7,27.00,23.00
2023,11,10,15,7,29.00,23.00
2023,11,10,15,7,32.00,23.00
2023,11,10,15,7,35.00,23.00
2023,11,10,15,7,37.00,23.00
2023,11,10,15,7,40.00,23.00
2023,11,10,15,7,43.00,23.00
2023,11,10,15,7,45.00,23.00
2023,11,10,15,7,48.00,23.00
2023,11,10,15,7,50.00,23.00
2023,11,10,15,7,53.00,23.00
2023,11,10,15,7,55.00,23.00
2023,11,10,15,7,58.00,23.00
2023,11,10,15,8,1.00,23.00
2023,11,10,15,8,3.00,23.00
2023,11,10,15,8,6.00,23.00
2023,11,10,15,8,8.00,23.00
2023,11,10,15,8,11.00,23.00
2023,11,10,15,8,13.00,23.00
2023,11,10,15,8,16.00,23.00
2023,11,10,15,8,19.00,23.00
2023,11,10,15,8,21.00,23.00
2023,11,10,15,8,24.00,23.00
2023,11,10,15,8,26.00,23.00
2023,11,10,15,8,29.00,23.00
2023,11,10,15,8,31.00,23.00
2023,11,10,15,8,34.00,23.00
2023,11,10,15,8,37.00,23.00
2023,11,10,15,8,39.00,23.00
2023,11,10,15,8,42.00,23.00
2023,11,10,15,8,44.00,23.00
2023,11,10,15,8,47.00,23.00
2023,11,10,15,8,50.00,23.00
2023,11,10,15,8,55.00,23.00
2023,11,10,15,8,57.00,23.00
2023,11,10,15,9,0.00,23.00
2023,11,10,15,9,2.00,23.00
2023,11,10,15,9,5.00,23.00
2023,11,10,15,9,8.00,23.00
2023,11,10,15,9,10.00,23.00
2023,11,10,15,9,13.00,23.00
2023,11,10,15,9,16.00,23.00
2023,11,10,15,9,18.00,23.00
2023,11,10,15,9,21.00,23.00
2023,11,10,15,9,23.00,23.00
2023,11,10,15,9,26.00,23.00
2023,11,10,15,9,29.00,23.00
2023,11,10,15,9,31.00,23.00
2023,11,10,15,9,34.00,23.00
2023,11,10,15,9,36.00,23.00
2023,11,10,15,9,39.00,23.00
2023,11,10,15,9,41.00,23.00
2023,11,10,15,9,44.00,23.00
2023,11,10,15,9,47.00,23.00
2023,11,10,15,9,49.00,23.00
2023,11,10,15,9,52.00,23.00
2023,11,10,15,9,54.00,23.00
2023,11,10,15,9,57.00,23.00
2023,11,10,15,10,0.00,23.00
2023,11,10,15,10,2.00,23.00
2023,11,10,15,10,5.00,23.00
2023,11,10,15,10,7.00,23.00
2023,11,10,15,10,10.00,23.00
2023,11,10,15,10,13.00,23.00
2023,11,10,15,10,15.00,23.00
2023,11,10,15,10,18.00,23.00
2023,11,10,15,10,20.00,23.00
2023,11,10,15,10,23.00,23.00
2023,11,10,15,10,26.00,23.00
2023,11,10,15,10,28.00,23.00
2023,11,10,15,10,31.00,23.00
2023,11,10,15,10,33.00,23.00
2023,11,10,15,10,36.00,23.00
2023,11,10,15,10,38.00,23.00
2023,11,10,15,10,41.00,23.00
2023,11,10,15,10,44.00,23.00
2023,11,10,15,10,46.00,23.00
2023,11,10,15,10,49.00,23.00
2023,11,10,15,10,52.00,23.00
2023,11,10,15,10,54.00,23.00
2023,11,10,15,10,57.00,23.00
2023,11,10,15,10,59.00,23.00
2023,11,10,15,11,2.00,23.00
2023,11,10,15,11,5.00,23.00
2023,11,10,15,11,7.00,23.00
2023,11,10,15,11,10.00,23.00
2023,11,10,15,11,12.00,23.00
2023,11,10,15,11,15.00,23.00
2023,11,10,15,11,18.00,23.00
2023,11,10,15,11,20.00,23.00
2023,11,10,15,11,23.00,23.00
2023,11,10,15,11,25.00,23.00
2023,11,10,15,11,28.00,23.00
2023,11,10,15,11,31.00,23.00
2023,11,10,15,11,33.00,23.00
2023,11,10,15,11,36.00,23.00
2023,11,10,15,11,38.00,23.00
2023,11,10,15,11,41.00,23.00
2023,11,10,15,11,44.00,23.00
2023,11,10,15,21,13.00,23.00
2023,11,10,15,21,16.00,23.00
2023,11,10,15,21,19.00,23.00
2023,11,10,15,21,22.00,23.00
2023,11,10,15,21,25.00,23.00
2023,11,10,15,21,28.00,23.00
2023,11,10,15,21,30.00,23.00
2023,11,10,15,22,6.00,23.00
2023,11,10,15,22,9.00,23.00
2023,11,10,15,22,11.00,23.00
2023,11,10,15,22,14.00,23.00
2023,11,10,15,22,17.00,23.00
2023,11,10,15,22,20.00,23.00
2023,11,10,15,22,23.00,23.00
2023,11,10,15,22,26.00,23.00
2023,11,10,15,22,51.00,23.00
2023,11,10,15,22,53.00,23.00
2023,11,10,15,22,56.00,23.00
2023,11,10,15,22,59.00,23.00
2023,11,10,15,23,2.00,23.00
2023,11,10,15,23,5.00,23.00
2023,11,10,15,23,8.00,23.00
2023,11,10,15,23,11.00,23.00
2023,11,10,15,24,41.00,23.00
2023,11,10,15,24,44.00,23.00
2023,11,10,15,24,46.00,23.00
2023,11,10,15,24,49.00,23.00
2023,11,10,15,24,52.00,23.00
2023,11,10,15,24,55.00,23.00
2023,11,10,15,24,58.00,23.00
2023,11,10,15,25,1.00,23.00
2023,11,10,15,26,52.00,23.00
2023,11,10,15,26,55.00,23.00
2023,11,10,15,27,1.00,23.00
2023,11,10,15,27,4.00,23.00
2023,11,10,15,27,6.00,23.00
2023,11,10,15,27,9.00,23.00
2023,11,10,15,27,12.00,23.00
2023,11,10,15,28,14.00,23.00
2023,11,10,15,28,17.00,23.00
2023,11,10,15,28,19.00,23.00
2023,11,10,15,28,25.00,23.00
2023,11,10,15,28,28.00,23.00
2023,11,10,15,28,31.00,23.00
2023,11,10,15,28,37.00,23.00
2023,11,10,15,28,40.00,23.00
2023,11,10,15,28,46.00,23.00
2023,11,10,15,28,49.00,23.00
2023,11,10,15,28,51.00,23.00
2023,11,10,15,28,54.00,23.00
2023,11,10,15,28,57.00,23.00
2023,11,10,15,29,0.00,23.00
2023,11,10,15,29,3.00,23.00
2023,11,10,15,29,6.00,23.00
2023,11,10,15,29,9.00,23.00
2023,11,10,15,29,12.00,23.00
2023,11,10,15,29,14.00,23.00
2023,11,10,15,29,20.00,23.00
2023,11,10,15,29,23.00,23.00
2023,11,10,15,29,26.00,23.00
2023,11,10,15,29,29.00,23.00
2023,11,10,15,29,35.00,23.00
2023,11,10,15,29,38.00,23.00
2023,11,10,15,29,41.00,23.00
2023,11,10,15,29,44.00,23.00
2023,11,10,15,29,46.00,23.00
2023,11,10,15,29,49.00,23.00
2023,11,10,15,29,52.00,23.00
2023,11,10,15,29,55.00,23.00
2023,11,10,15,29,58.00,23.00
2023,11,10,15,30,1.00,23.00
2023,11,10,15,30,4.00,23.00
2023,11,10,15,30,10.00,23.00
2023,11,10,15,30,12.00,23.00
2023,11,10,15,30,15.00,23.00
2023,11,10,15,30,18.00,23.00
2023,11,10,15,30,21.00,23.00
2023,11,10,15,30,24.00,23.00
2023,11,10,15,30,27.00,23.00
2023,11,10,15,30,30.00,23.00
2023,11,10,15,30,33.00,23.00
2023,11,10,15,30,35.00,23.00
2023,11,10,15,30,38.00,23.00
2023,11,10,15,30,41.00,23.00
2023,11,10,15,30,44.00,23.00
2023,11,10,15,30,47.00,23.00
2023,11,10,15,30,50.00,23.00
2023,11,10,15,30,53.00,23.00
2023,11,10,15,30,56.00,23.00
2023,11,10,15,30,59.00,23.00
2023,11,10,15,31,1.00,23.00
2023,11,10,15,31,4.00,23.00
2023,11,10,15,31,7.00,23.00
2023,11,10,15,31,10.00,23.00
2023,11,10,15,31,13.00,23.00
2023,11,10,15,31,16.00,23.00
2023,11,10,15,31,19.00,23.00
2023,11,10,15,31,21.00,23.00
2023,11,10,15,31,24.00,23.00
2023,11,10,15,31,27.00,23.00
2023,11,10,15,31,30.00,23.00
2023,11,10,15,31,33.00,23.00
2023,11,10,15,31,58.00,23.00
2023,11,10,15,32,1.00,23.00
2023,11,10,15,32,4.00,23.00
2023,11,10,15,32,7.00,23.00
2023,11,10,15,32,13.00,23.00
2023,11,10,15,32,15.00,23.00
2023,11,10,15,32,18.00,23.00
2023,11,10,15,32,21.00,23.00
2023,11,10,15,32,24.00,23.00
2023,11,10,15,32,27.00,23.00
2023,11,10,15,32,30.00,23.00
2023,11,10,15,32,33.00,23.00
2023,11,10,15,32,35.00,23.00
2023,11,10,15,32,38.00,23.00
2023,11,10,15,32,41.00,23.00
2023,11,10,15,32,44.00,23.00
2023,11,10,15,32,47.00,23.00
2023,11,10,15,32,50.00,23.00
2023,11,10,15,32,53.00,23.00
2023,11,10,15,32,56.00,23.00
2023,11,10,15,32,58.00,23.00
2023,11,10,15,33,1.00,23.00
2023,11,10,15,33,4.00,23.00
2023,11,10,15,33,7.00,23.00
2023,11,10,15,33,10.00,23.00
2023,11,10,15,33,13.00,23.00
2023,11,10,15,33,16.00,23.00
2023,11,10,15,33,19.00,23.00
2023,11,10,15,33,21.00,23.00
2023,11,10,15,33,24.00,23.00
2023,11,10,15,33,27.00,23.00
2023,11,10,15,33,51.00,23.00
2023,11,10,15,34,17.00,23.00
2023,11,10,15,34,20.00,23.00
2023,11,10,15,34,23.00,23.00
2023,11,10,15,34,26.00,23.00
2023,11,10,15,34,28.00,23.00
2023,11,10,15,34,31.00,23.00
2023,11,10,15,34,34.00,23.00
2023,11,10,15,34,37.00,23.00
2023,11,10,15,34,40.00,23.00
2023,11,10,15,34,43.00,23.00
2023,11,10,15,35,40.00,23.00
2023,11,10,15,35,43.00,23.00
2023,11,10,15,35,45.00,23.00
2023,11,10,15,35,48.00,23.00
2023,11,10,15,35,51.00,23.00
2023,11,10,15,35,54.00,23.00
2023,11,10,15,35,57.00,23.00
2023,11,10,15,36,0.00,23.00
2023,11,10,15,36,3.00,23.00
2023,11,10,15,36,6.00,23.00
2023,11,10,15,36,8.00,23.00
2023,11,10,15,36,11.00,23.00
2023,11,10,15,36,14.00,23.00
2023,11,10,15,36,17.00,23.00
2023,11,10,15,36,20.00,23.00
2023,11,10,15,36,23.00,23.00
2023,11,10,15,36,26.00,23.00
2023,11,10,15,36,29.00,23.00
2023,11,10,15,36,31.00,23.00
2023,11,10,15,36,34.00,23.00
2023,11,10,15,36,37.00,23.00
2023,11,10,15,36,40.00,23.00
2023,11,10,15,36,43.00,23.00
2023,11,10,15,36,46.00,23.00
2023,11,10,15,36,49.00,23.00
2023,11,10,15,36,52.00,23.00
2023,11,10,15,36,54.00,23.00
2023,11,10,15,36,57.00,23.00
2023,11,10,15,37,0.00,23.00
2023,11,10,15,37,3.00,23.00
2023,11,10,15,38,21.00,23.00
2023,11,10,15,38,24.00,23.00
2023,11,10,15,38,27.00,23.00
2023,11,10,15,38,30.00,23.00
2023,11,10,15,38,33.00,23.00
2023,11,10,15,38,36.00,23.00
2023,11,10,15,38,39.00,23.00
2023,11,10,15,38,41.00,23.00
2023,11,10,15,38,44.00,23.00
2023,11,10,15,38,47.00,23.00
2023,11,10,15,38,50.00,23.00
2023,11,10,15,38,53.00,23.00
2023,11,10,15,38,56.00,23.00
2023,11,10,15,38,59.00,23.00
2023,11,10,15,39,2.00,23.00
2023,11,10,15,39,4.00,23.00
2023,11,10,15,39,7.00,23.00
2023,11,10,15,39,10.00,23.00
2023,11,10,15,39,13.00,23.00
2023,11,10,15,39,16.00,23.00
2023,11,10,15,39,19.00,23.00
2023,11,10,15,39,22.00,23.00
2023,11,10,15,39,25.00,23.00
2023,11,10,15,39,27.00,23.00
2023,11,10,15,39,30.00,23.00
2023,11,10,15,39,36.00,23.00
2023,11,10,15,39,39.00,23.00
2023,11,10,15,39,42.00,23.00
2023,11,10,15,39,45.00,23.00
2023,11,10,15,39,48.00,23.00
2023,11,10,15,39,50.00,23.00
2023,11,10,15,39,53.00,23.00
2023,11,10,15,39,59.00,23.00
2023,11,10,15,40,2.00,23.00
2023,11,10,15,40,8.00,23.00
2023,11,10,15,40,11.00,23.00
2023,11,10,15,40,14.00,23.00
2023,11,10,15,40,17.00,23.00
2023,11,10,15,40,19.00,23.00
2023,11,10,15,40,22.00,23.00
2023,11,10,15,40,25.00,23.00
2023,11,10,15,40,28.00,23.00
2023,11,10,15,40,31.00,23.00
2023,11,10,15,48,34.00,23.00
2023,11,10,15,48,37.00,23.00
2023,11,10,15,48,39.00,23.00
2023,11,10,15,48,42.00,23.00
2023,11,10,15,48,45.00,23.00
2023,11,10,15,48,48.00,23.00
2023,11,10,15,48,51.00,23.00
2023,11,10,15,48,54.00,23.00
2023,11,10,15,48,57.00,23.00
2023,11,10,15,49,0.00,22.00
2023,11,10,15,49,2.00,23.00
2023,11,10,15,49,5.00,23.00
2023,11,10,15,49,8.00,23.00
2023,11,10,15,49,11.00,23.00
2023,11,10,15,49,14.00,23.00
2023,11,10,15,49,17.00,23.00
2023,11,10,15,49,20.00,23.00
2023,11,10,15,49,23.00,23.00
2023,11,10,15,49,26.00,23.00
2023,11,10,15,49,28.00,23.00
2023,11,10,15,49,31.00,23.00
2023,11,10,15,49,34.00,23.00
2023,11,10,15,49,37.00,23.00
2023,11,10,15,49,40.00,23.00
2023,11,10,15,49,43.00,23.00
2023,11,10,15,49,46.00,23.00
2023,11,10,15,49,49.00,23.00
2023,11,10,15,49,51.00,23.00
2023,11,10,15,49,54.00,23.00
2023,11,10,15,49,57.00,23.00
2023,11,10,15,50,0.00,23.00
2023,11,10,15,50,3.00,23.00
2023,11,10,15,50,6.00,23.00
2023,11,10,15,50,9.00,23.00
2023,11,10,15,50,12.00,23.00
2023,11,10,15,50,14.00,23.00
2023,11,10,15,50,17.00,23.00
2023,11,10,15,50,20.00,23.00
2023,11,10,15,50,23.00,23.00
2023,11,10,15,50,26.00,23.00
2023,11,10,15,50,29.00,23.00
2023,11,10,15,50,32.00,23.00
2023,11,10,15,50,35.00,23.00
2023,11,10,15,50,37.00,23.00
2023,11,10,15,50,40.00,23.00
2023,11,10,15,50,43.00,23.00
2023,11,10,15,50,46.00,23.00
2023,11,10,15,50,49.00,23.00
2023,11,10,15,51,11.00,23.00
2023,11,10,15,51,14.00,23.00
2023,11,10,15,51,17.00,23.00
2023,11,10,15,51,21.00,23.00
2023,11,10,15,51,23.00,23.00
2023,11,10,15,52,51.00,23.00
2023,11,10,15,52,54.00,23.00
2023,11,10,15,52,57.00,23.00
2023,11,10,15,53,0.00,23.00
2023,11,10,15,53,3.00,23.00
2023,11,10,15,53,5.00,23.00
2023,11,10,15,53,8.00,23.00
2023,11,10,15,53,11.00,23.00
2023,11,10,15,53,14.00,23.00
2023,11,10,15,53,17.00,23.00
2023,11,10,15,53,20.00,23.00
2023,11,10,15,53,23.00,23.00
2023,11,10,15,53,26.00,23.00
2023,11,10,15,53,28.00,23.00
2023,11,10,15,53,31.00,23.00
2023,11,10,15,53,34.00,23.00
2023,11,10,15,53,39.00,23.00
2023,11,10,15,53,39.00,23.00
2023,11,10,15,53,40.00,23.00
2023,11,10,15,53,43.00,23.00
2023,11,10,15,53,46.00,23.00
2023,11,10,15,53,49.00,23.00
2023,11,10,15,53,52.00,23.00
2023,11,10,15,53,54.00,23.00
2023,11,10,15,53,57.00,23.00
2023,11,10,15,54,0.00,23.00
2023,11,10,15,55,57.00,23.00
2023,11,10,15,55,59.00,23.00
2023,11,10,15,56,2.00,23.00
2023,11,10,15,56,5.00,23.00
2023,11,10,15,56,8.00,23.00
2023,11,10,15,56,49.00,23.00
2023,11,10,15,56,52.00,23.00
2023,11,10,15,58,36.00,23.00
2023,11,10,15,58,38.00,23.00
2023,11,10,15,58,41.00,23.00
2023,11,10,15,58,44.00,23.00
2023,11,10,15,58,47.00,23.00
2023,11,10,15,58,50.00,23.00
2023,11,10,15,58,53.00,23.00
2023,11,10,15,58,57.00,23.00
2023,11,10,15,58,58.00,23.00
2023,11,10,15,58,59.00,23.00
2023,11,10,15,59,1.00,23.00
2023,11,10,15,59,4.00,23.00
2023,11,10,15,59,7.00,23.00
2023,11,10,15,59,10.00,23.00
2023,11,10,15,59,13.00,23.00
2023,11,10,15,59,16.00,23.00
2023,11,10,15,59,19.00,23.00
2023,11,10,15,59,22.00,23.00
2023,11,10,15,59,24.00,23.00
2023,11,10,15,59,27.00,23.00
2023,11,10,15,59,30.00,23.00
2023,11,10,15,59,33.00,23.00
2023,11,10,15,59,36.00,23.00
2023,11,10,15,59,39.00,23.00
2023,11,10,15,59,42.00,23.00
2023,11,10,15,59,45.00,23.00
2023,11,10,15,59,47.00,23.00
2023,11,10,15,59,50.00,23.00
2023,11,10,15,59,53.00,23.00
2023,11,10,15,59,56.00,23.00
2023,11,10,15,59,59.00,23.00
2023,11,10,16,0,2.00,23.00
2023,11,10,16,0,5.00,23.00
2023,11,10,16,0,14.00,23.00
2023,11,10,16,0,17.00,23.00
2023,11,10,16,0,41.00,23.00
2023,11,10,16,0,44.00,23.00
2023,11,10,16,0,47.00,23.00
2023,11,10,16,0,53.00,23.00
2023,11,10,16,0,59.00,23.00
2023,11,10,16,1,5.00,23.00
2023,11,10,16,15,15.00,23.00
2023,11,10,16,15,18.00,23.00
2023,11,10,16,15,21.00,23.00
2023,11,10,16,15,24.00,23.00
2023,11,10,16,15,27.00,23.00
2023,11,10,16,15,30.00,23.00
2023,11,10,16,15,32.00,23.00
2023,11,10,16,15,35.00,23.00
2023,11,10,16,15,38.00,23.00
2023,11,10,16,15,41.00,23.00
2023,11,10,16,15,44.00,23.00
2023,11,10,16,15,47.00,23.00
2023,11,10,16,15,50.00,23.00
2023,11,10,16,15,53.00,23.00
2023,11,10,16,15,55.00,23.00
2023,11,10,16,15,58.00,23.00
2023,11,10,16,16,1.00,23.00
2023,11,10,16,16,4.00,23.00
2023,11,10,16,16,7.00,23.00
2023,11,10,16,16,10.00,23.00
2023,11,10,16,16,13.00,23.00
2023,11,10,16,16,16.00,23.00
2023,11,10,16,16,18.00,23.00
2023,11,10,16,16,21.00,23.00
2023,11,10,16,16,24.00,23.00
2023,11,10,16,16,27.00,23.00
2023,11,10,16,16,30.00,23.00
2023,11,10,16,16,33.00,23.00
2023,11,10,16,16,36.00,23.00
2023,11,10,16,16,39.00,23.00
2023,11,10,16,16,41.00,23.00
2023,11,10,16,16,44.00,23.00
2023,11,10,16,16,47.00,23.00
2023,11,10,16,16,50.00,23.00
2023,11,10,16,16,53.00,23.00
2023,11,10,16,16,56.00,23.00
2023,11,10,16,16,59.00,23.00
2023,11,10,16,17,2.00,23.00
2023,11,10,16,17,4.00,23.00
2023,11,10,16,17,7.00,22.00
2023,11,10,16,17,10.00,23.00
2023,11,10,16,17,13.00,23.00
2023,11,10,16,17,16.00,23.00
2023,11,10,16,17,19.00,23.00
2023,11,10,16,17,22.00,23.00
2023,11,10,16,17,25.00,23.00
2023,11,10,16,17,27.00,23.00
2023,11,10,16,17,30.00,23.00
2023,11,10,16,17,33.00,23.00
2023,11,10,16,17,36.00,23.00
2023,11,10,16,17,39.00,23.00
2023,11,10,16,17,42.00,23.00
2023,11,10,16,17,45.00,23.00
2023,11,10,16,17,48.00,23.00
2023,11,10,16,17,50.00,23.00
2023,11,10,16,17,53.00,22.00
2023,11,10,16,17,56.00,23.00
2023,11,10,16,17,59.00,23.00
2023,11,10,16,18,2.00,23.00
2023,11,10,16,18,5.00,23.00
2023,11,10,16,18,8.00,23.00
2023,11,10,16,18,11.00,23.00
2023,11,10,16,18,13.00,23.00
2023,11,10,16,18,16.00,23.00
2023,11,10,16,18,19.00,23.00
2023,11,10,16,18,22.00,23.00
2023,11,10,16,18,25.00,23.00
2023,11,10,16,18,28.00,23.00
2023,11,10,16,18,31.00,23.00
2023,11,10,16,18,34.00,23.00
2023,11,10,16,18,36.00,23.00
2023,11,10,16,18,39.00,23.00
2023,11,10,16,18,42.00,23.00
2023,11,10,16,18,45.00,23.00
2023,11,10,16,18,48.00,23.00
2023,11,10,16,18,51.00,23.00
2023,11,10,16,18,54.00,23.00
2023,11,10,16,18,57.00,23.00
2023,11,10,16,18,59.00,23.00
2023,11,10,16,19,2.00,23.00
2023,11,10,16,19,5.00,23.00
2023,11,10,16,19,8.00,23.00
2023,11,10,16,19,11.00,22.00
2023,11,10,16,19,14.00,23.00
2023,11,10,16,19,17.00,23.00
2023,11,10,16,19,20.00,23.00
2023,11,10,16,19,22.00,23.00
2023,11,10,16,19,25.00,23.00
2023,11,10,16,19,51.00,23.00
2023,11,10,16,19,53.00,23.00
2023,11,10,16,19,56.00,23.00
2023,11,10,16,19,59.00,23.00
2023,11,10,16,21,16.00,22.00
2023,11,10,16,21,19.00,22.00
2023,11,10,16,21,21.00,22.00
2023,11,10,16,21,27.00,22.00
2023,11,10,16,21,30.00,22.00
2023,11,10,16,21,33.00,23.00
2023,11,10,16,21,39.00,22.00
2023,11,10,16,21,42.00,22.00
